"Departamento","Municipio","Cultivo","Topografia","Drenaje","Riego","pH.agua.suelo.2.5.1.0","Materia.organica..MO...","Fosforo..P..Bray.II.mg.kg","Azufre..S..Fosfato.monocalcico.mg.kg","Acidez..Al.H..KCL.cmol....kg","Aluminio..Al..intercambiable.cmol....kg","Calcio..Ca..intercambiable.cmol....kg","Magnesio..Mg..intercambiable.cmol....kg","Potasio..K..intercambiable.cmol....kg","Sodio..Na..intercambiable.cmol....kg","capacidad.de.intercambio.cationico..CICE..suma.de.bases.cmol....kg","Conductividad.el.ctrica..CE..relacion.2.5.1.0.dS.m","Hierro..Fe..disponible.olsen.mg.kg","Cobre..Cu..disponible.mg.kg","Manganeso..Mn..disponible.Olsen.mg.kg","Zinc..Zn..disponible.Olsen.mg.kg","Boro..B..disponible.mg.kg"
"NARIÑO","PASTO","Papa de año","Ondulado","Regular","No cuenta con riego",5.36,14.9026045741236,55.0275215892966,10.5414012738854,0.687068228228679,0.572351761863731,6.96760277,0.77969621,0.372269088,0.18047134,8.98710763622868,0.4919404,334.763,5.267,13.662,11.28,0.354494902687674
"NARIÑO","PASTO","Papa de año","Plano","Malo","No cuenta con riego",5.3,16.8009432419758,72.3462728562741,7.03821656050955,1.93814768858538,1.52286450924457,3.60210011,0.65424242,0.354713472,0.17807909,6.72728278058538,0.3254944,1044.414,4.328,53.515,8.188,0.169138090824838
"NARIÑO","PASTO","Papa de año","Ondulado","Malo","No cuenta con riego",5.22,10.3957150114137,44.767193188729,4.64968152866242,1.54846720093329,1.30823259854567,2.107968,0.50905636,0.295744608,0.20707316,4.66830932893329,0.2462344,838.635,4.977,21.225,3.502,0.0996292863762743
"NARIÑO","PASTO","Papa de año","Plano","Bueno","No cuenta con riego",5.26,16.1847285958667,23.2361573079262,5.60509554140127,1.79458119313461,1.59440847947754,2.90866647,0.98914792,0.916830792,0.20353263,6.81275900513461,0.2811088,1520.274,4.787,71.984,1.962,0.0996292863762743
"ANTIOQUIA","SAN ROQUE","Pastos-brachiaria","Pendiente","Bueno","No cuenta con riego",5.31,4.78021057509698,12.8335219947294,5.60509554140127,0.164075994800879,0,3.45355424,2.66023585,0.1392633,0.13339186,6.55052124480088,0.1944512,325.325,3.989,11.438,1.932,0.122798887859129
"ANTIOQUIA","LA UNIÓN","Pastos-kikuyo","Ondulado","Bueno","No cuenta con riego",4.71,18.326571438391,71.0512799513481,18.343949044586,1.41515545515758,1.1549240909036,4.62852682,1.91982315,0.294731784,0.17549546,8.43373266915758,3.0097664,876.711,15.394,7.752,40.051,0.0996292863762743
"ANTIOQUIA","LA UNIÓN","Pastos-kikuyo","Ondulado","Bueno","No cuenta con riego",4.79,16.4133243516813,103.440333265761,18.6624203821656,1.57923144995846,1.16514465807974,4.18826892,1.42669743,0.256469544,0.20353263,7.65419997395846,1.6412104,781.385,11.708,5.825,16.86,0.192307692307692
"ANTIOQUIA","LA UNIÓN","Pastos-kikuyo","Ondulado","Bueno","No cuenta con riego",4.78,16.5773169591136,96.3249876342996,13.5668789808917,1.54846720093329,1.22646806113657,4.21308146,0.89754674,0.159632316,0.15473073,6.97345844693329,1.9503244,984.632,8.153,5.798,13.246,0.28498609823911
"ANTIOQUIA","LA UNIÓN","Pastos-kikuyo","Plano","Bueno","No cuenta con riego",4.96,15.3548266128004,93.1373127914048,17.3885350318471,1.34337220743219,1.02205671761381,5.51189716,1.30739866,0.282071484,0.18745671,8.63219622143219,2.1870476,905.806,12.38,3.756,6.754,0.192307692307692
"ANTIOQUIA","LA UNIÓN","Pastos-kikuyo","Plano","Bueno","No cuenta con riego",4.85,14.5576486091263,37.0541585242246,6.71974522292994,1.01522021783044,0.766542538210355,3.78929206,0.68664679,0.237844836,0.19597312,5.92497702383044,2.0353968,526.658,5.421,4.63,10.614,0.122798887859129
"ANTIOQUIA","LA UNIÓN","Pastos-kikuyo","Plano","Bueno","No cuenta con riego",4.67,21.1889878590268,85.1538949929049,24.0764331210191,1.95865718793549,1.71705528559119,6.70344803,2.99206384,1.105609932,1.1607197,13.9204986899355,3.4842696,826.111,17.52,10.442,18.658,0.238646895273401
"ANTIOQUIA","LA UNIÓN","Pastos-kikuyo","Plano","Bueno","No cuenta con riego",4.77,21.5269120197963,167.236522197446,34.3949044585987,1.65101469768384,1.35933543442636,6.03197239,2.30831353,1.259334108,0.1894662,11.4401009256838,2.9764772,721.952,60.5,10.862,11.626,0.28498609823911
"ANTIOQUIA","SONSÓN","Pastos-kikuyo","Ondulado","Bueno","No cuenta con riego",4.79,12.5971915293679,102.287647273464,60.6687898089172,1.10751296490593,0.817645374091045,3.46178849,1.21163379,0.720342936,0.1550178,6.65629598090593,1.9815,1078.627,18.383,5.281,19.453,0.308155699721965
"ANTIOQUIA","SONSÓN","Pastos-kikuyo","Plano","Bueno","No cuenta con riego",5.13,16.5077443377787,31.233805797689,11.656050955414,0.615284980503294,0.429263821397799,3.56367361,0.8580822,0.192942972,0.18917913,5.41916289250329,0.8073952,592.944,19.443,2.837,4.531,0.122798887859129
"ANTIOQUIA","SONSÓN","Pastos-kikuyo","Ondulado","Bueno","No cuenta con riego",5.24,12.6096152117492,16.9461917697142,16.2738853503185,0.246113992201318,0,4.70285465,1.13415295,0.556152912,0.13099961,6.77027411420132,1.6718576,549.593,4.941,3.265,12.308,0.215477293790547
"CUNDINAMARCA","VENECIA","Granadilla","Ondulado","Regular","No cuenta con riego",4.99,7.81904328554625,14.7688960064869,28.0573248407643,2.96362265609087,2.41205385356858,5.20722991,0.73443871,0.286516656,0.12009095,9.31189888209087,0.5215308,993.894,4.75,7.859,2.883,0.169138090824838
"CUNDINAMARCA","SUBACHOQUE","Papa de año","Pendiente","Bueno","No cuenta con riego",5.27,22.2615492063633,22.5815455098317,12.6114649681529,1.57923144995846,1.13448295655132,4.23075765,2.14828301,2.110162536,0.14114275,10.2095773959585,1.0367208,362.67,1.569,9.042,7.184,0.377664504170528
"CUNDINAMARCA","VENTAQUEMADA","Papa de año","Pendiente","Bueno","No cuenta con riego",4.82,3.39621235782777,27.6903636732212,8.15286624203822,3.14820815024186,2.71867086885272,3.41095572,1.53929809,0.97118568,0.12047371,9.19012135024186,0.491412,1010.933,2.666,9.302,1.713,0.122798887859129
"CUNDINAMARCA","VILLAPINZÓN","Papa de año","Pendiente","Bueno","No cuenta con riego",5.39,4.81002741281194,20.7457863369147,7.51592356687898,0.717832477253844,0.511028358806903,3.42610674,1.17796221,0.600604632,0.11033057,6.03283662925384,0.2134736,631.428,11.748,6.847,2.177,0.145968489341983
"CUNDINAMARCA","VILLAPINZÓN","Papa de año","Plano","Regular","No indica",5.14,10.56922415955,63.8220887897831,8.47133757961783,3.60967188561933,3.20925809330735,2.45369671,0.62926028,0.382734936,0.18506446,7.26042827161933,0.2171724,856.149,2.35,8.043,4.093,0.169138090824838
"CUNDINAMARCA","BOGOTÁ,  D.C.","Arveja","Ondulado","Bueno","No indica",5.51,6.62140030399551,161.387708088384,20.5389221556886,0.0628191634266897,0,9.26429978,1.66692424,1.371926376,0.20984817,12.5758177294267,1.6966924,826.925,3.563,4.808,7.729,0.28498609823911
"CUNDINAMARCA","FUSAGASUGÁ","Arveja","Ondulado","Bueno","No indica",5.27,14.8380014257412,61.246333671194,13.3532934131737,0.544432749697977,0.387643097692007,6.37792068,1.33907891,0.66846384,0.15750574,9.08740191969798,1.0293232,447.414,4.082,4.395,8.983,0.215477293790547
"CUNDINAMARCA","FUSAGASUGÁ","Arveja","Ondulado","Bueno","No indica",5.48,8.76324314651985,21.1442456922765,1.97604790419162,0.533962889126862,0.377166257213845,3.98932944,0.60391608,0.250054992,0.12927719,5.50654059112686,0.22457,335.61,3.186,2.186,1.493,0.0996292863762743
"CUNDINAMARCA","PASCA","Cebolla de bulbo","Plano","Bueno","Aspersión",5.96,10.7183083481248,63.096323535374,21.8562874251497,0.0314095817133448,0,14.45132833,1.6564245,0.645281424,0.10554607,16.8899899057133,1.085862,80.471,26.117,1.552,17.784,0.308155699721965
"CUNDINAMARCA","SUBACHOQUE","Papa de año","Ondulado","Bueno","No cuenta con riego",5.16,13.2278921891335,91.059631867018,6.76646706586826,1.50765992224055,1.17340613355418,6.76712623,1.94896898,0.996337476,0.13559273,11.3556853382406,0.5960352,1909.782,3.997,9.602,6.398,0.331325301204819
"SANTANDER","PÁRAMO","Caña panelera/azucar","Pendiente","Regular","No cuenta con riego",4.95,4.36525958356384,12.719676464626,3.62275449101796,1.08886549939595,0.942915643034612,5.01795195,0.5593827,0.205434468,0.12650218,6.99813679739596,0.3048868,1031.118,2.054,2.809,1.639,0.169138090824838
"SANTANDER","PÁRAMO","Café","Plano","Bueno","No cuenta con riego",4.73,6.22093532611889,14.3988980336509,2.5748502994012,2.83733221477215,2.48301119332448,3.06797176,0.61821745,0.338677092,0.1081297,6.97032821677215,0.2789952,1165.101,2.964,2.028,7.105,0.28498609823911
"CUNDINAMARCA","MEDINA","Pastos","Plano","Bueno","No cuenta con riego",5.42,2.37001619313804,25.2711461585242,2.5748502994012,0.481613586271288,0.429550459604657,2.50968961,0.89211584,0.16570926,0.1196125,4.16874079627129,0.1896956,443.014,3.361,5.087,2.665,0.122798887859129
"CUNDINAMARCA","FÚQUENE","Pastos-Kikuyo","Plano","Bueno","No cuenta con riego",4.58,4.07206067936678,26.3099866207176,63.7724550898204,2.78498291191658,2.32585858615204,8.49972222,3.40263988,1.065547116,0.29233295,16.0452250779166,1.1476848,2929.469,4.463,16.268,19.22,0.493512511584801
"CUNDINAMARCA","FUNZA","Uchuva","Ondulado","Bueno","No indica",5.23,4.21995891754787,36.0527560366361,6.97289156626506,0.324995830927004,0.126559666804864,5.55932644,1.2798821,0.569769768,0.11722025,7.851194388927,0.48877,924.66,1.82,10.863,1.935,0.322796081923419
"CUNDINAMARCA","FUNZA","Uchuva","Ondulado","Bueno","No indica",5.37,5.81444237100146,17.2667831071007,4.41265060240964,0.33547956740852,0,6.18414133,1.19950478,0.66565044,0.11052195,8.49529806740852,0.2710692,821.117,1.738,9.251,1.949,0.233748886910062
"CUNDINAMARCA","UNE","Cebolla de bulbo","Pendiente","Regular","Aspersión",5.47,3.92532610549666,188.843885909029,4.41265060240964,0.0733861553706138,0,9.77010231,1.64936433,0.480866328,0.1215263,12.0952454233706,0.5326272,719.983,22.129,13.548,14.615,0.144701691896705
"CASANARE","TRINIDAD","Arroz","Plano","Regular","No cuenta con riego",4.92,1.11764872006752,4.52983908758205,1.55120481927711,4.01527107242073,3.46984419823336,2.41922265,1.17723809,0.125308836,0.12324872,7.86028936842073,0.0887712,300.091,3.479,55.649,1.666,0.211487088156723
"BOYACÁ","CHIQUINQUIRÁ","Tomate de arbol","Plano","Bueno","No cuenta con riego",5.31,23.2181549882678,20.9233870998974,5.61746987951807,1.14272727648527,0.812091195331212,6.65744602,2.15407597,0.600885972,0.12458838,10.6797236184853,0.4639352,483.384,4.292,13.011,13.866,0.211487088156723
"CUNDINAMARCA","MOSQUERA","Uchuva","No indica","No indica","No indica",5.45,8.39597740112994,34.0681308212149,1.25,0.209674729630325,0,5.98223752,2.97178848,1.61404758,0.70647927,11.4842275796303,4.6773968,229.955,1.87,79.332,6.725,0.144701691896705
"CUNDINAMARCA","LA PALMA","Café","No indica","No indica","No indica",5.19,17.6354326582737,17.7016392285495,3.81024096385542,0.792587350429569,0.631242642349049,4.8878508,1.77011134,0.344866572,0.10066588,7.89608194242957,0.1204752,201.223,2.01,3.767,2.677,0.200372786579683
"CUNDINAMARCA","GUATAVITA","Pastos","No indica","Bueno","No cuenta con riego",5.17,16.0260937689184,39.5330245593639,2.9066265060241,3.29386950827873,2.79402481039743,1.78342876,0.66836276,0.271605636,0.11607197,6.13333863427873,0.095112,1552.929,1.457,10.916,2.13,0.200372786579683
"TOLIMA","ROVIRA","Gulupa","Ondulado","Bueno","No cuenta con riego",5.48,14.3474295120216,15.6030280886047,6.06927710843373,0.452907057388325,0.289750721078252,4.4915089,1.29563171,0.300246048,0.21281456,6.75310827538833,0.2171724,279.202,1.127,3.768,1.35,0.177073625349487
"NARIÑO","EL TAMBO","Tomate","Pendiente","Regular","Goteo",5.39,3.08104216508102,18.8966816832403,10.2861445783133,0.0926400799203392,0,4.10900054,1.72322457,0.5148522,0.15262555,6.59234293992034,0.087186,321.937,3.153,4.751,2.077,0.526561043802423
"CUNDINAMARCA","QUIPILE","Aguacate","Pendiente","Bueno","No cuenta con riego",5.3,7.3519799868317,30.4536166414084,4.71385542168675,1.30725446109812,1.12795816419748,2.59532581,0.77426531,0.378908712,0.10219692,5.15795121309812,0.0824304,190.751,1.657,2.091,1.27,0.177073625349487
"MAGDALENA","PLATO","Pastos","Plano","Bueno","No cuenta con riego",4.9,2.48682472901136,16.3608598891403,6.21987951807229,3.53061637918626,3.1044720115527,5.38322328,3.96111743,0.230923872,0.71126377,13.8171447311863,0.1754288,422.246,3.394,23.067,1.746,0.27027027027027
"BOYACÁ","QUÍPAMA","Guanabana","Ondulado","Bueno","No cuenta con riego",4.7,3.15049597048593,28.6475896394109,21.4123376623377,1.94325865119375,1.55974044915655,1.50511111,0.63161367,0.315269604,0.12659787,4.52185090519375,0.5326272,620.51,2.164,7.724,6.032,0.14018691588785
"NARIÑO","EL CHARCO","Chontaduro","Plano","Regular","No cuenta con riego",5.05,5.25113629418274,7.51271914677501,4.04220779220779,2.90969209804412,2.56169292311805,3.48671082,2.07297453,0.132623676,0.13348755,8.73548867404412,0.2229848,499.752,3.272,23.009,1.197,0.118946474086661
"CUNDINAMARCA","SUBACHOQUE","Fresa","Plano","Bueno","Aspersión",5.41,21.7890594990944,7.29880345352971,17.0292207792208,0.976825204343385,0.619764416883398,3.63558606,2.07713822,0.596609604,0.1741558,7.46031488834338,0.4787304,362.362,1.323,4.12,8.342,0.756159728122345
"CUNDINAMARCA","COGUA","Pastos","Plano","Regular","Aspersión",5.29,3.55307568854084,52.9626734382935,6.47727272727273,0.488412602171692,0.340870429285869,4.0545447,1.94842589,0.359439984,0.12477976,6.97560293617169,0.272126,1255.317,2.944,9.763,4.905,0.14018691588785
"CUNDINAMARCA","GUAYABAL DE SÍQUIMA","Café","Ondulado","Bueno","No cuenta con riego",5.32,4.0743648106376,32.0559796851193,15.4058441558442,2.43167125336545,2.10719901740355,7.89104646,1.86623827,0.583724232,0.10449348,12.8771736953654,0.2467628,448.096,1.622,3.037,3.734,0.310110450297366
"BOYACÁ","MONGUÍ","Arveja","Ondulado","Bueno","No cuenta con riego",5.11,5.40855528649908,188.930340274251,4.8538961038961,4.34375463208016,3.82188057078096,3.2662525,0.72737854,0.749377224,0.14497035,9.23173324608016,0.1764856,1135.47,1.135,8.77,2.559,0.225148683092608
"CUNDINAMARCA","CACHIPAY","Follaje Ornamental","Ondulado","Regular","Aspersión",5.14,4.8107600179342,14.5736488812392,16.4655172413793,1.76153290999258,1.44739287437724,3.29545664,0.58925265,0.253712412,0.1014314,6.00138601199258,0.2673704,694.507,1.717,2.876,2.917,0.171276595744681
"CASANARE","YOPAL","Arroz","Plano","Regular","No cuenta con riego",4.81,2.7140946589699,44.2911310548316,2.32758620689655,9.32763510773181,7.35674860976569,2.11257918,1.07694747,0.282577896,0.10946936,12.9092090137318,0.129458,918.984,7.12,56.287,8.224,0.15
"SANTANDER","CHIMA","Pastos","Ondulado","Bueno","No cuenta con riego",4.89,3.3590366530292,8.21589132038357,2.1551724137931,6.80206382714004,5.83948159662541,0.72823707,0.28620843,0.13616856,0.10028312,8.05296100714004,0.0961688,673.332,1.274,6.586,1.271,0.15
"SANTANDER","CHIMA","Pastos","Ondulado","Bueno","No cuenta con riego",5.13,2.76723594686992,6.36034669289402,3.01724137931034,1.40073701276519,1.12796824003192,1.17771733,0.21089995,0.10662786,0.10181416,2.99779631276519,0.1331568,597.542,1.232,1.935,3.06,0.15
"CALDAS","LA MERCED","Aguacate","Ondulado","Bueno","No cuenta con riego",5.32,8.47666107491084,10.9030933526404,13.1896551724138,0.930138953201092,0.843144833578105,3.12056117,1.12654969,0.2138184,0.15731436,5.54838257320109,0.2499332,315.865,2.263,9.276,1.615,0.154536390827517
"CASANARE","NUNCHÍA","Pastos","Plano","Bueno","No cuenta con riego",5.1,1.50314430611198,7.85354359925789,2.1551724137931,3.11439784330253,2.88334714692759,0.7860964,1.14157518,0.151754796,0.14870226,5.34252647930253,0.10568,202.389,2.62,23.875,1.834,0.10468594217348
"VALLE DEL CAUCA","CALI","Mora","Pendiente","Bueno","No cuenta con riego",4.94,7.85061270694168,8.13943888863749,20.0862068965517,1.83937590745385,1.75915403549012,1.15630828,0.51466829,0.324328752,0.13693239,3.97161361945385,0.3471588,928.367,5.923,10.73,2.587,0.129611166500498
"BOYACÁ","MOTAVITA","Papa de año","Ondulado","Regular","No cuenta con riego",4.47,9.41416306939958,217.19465134169,29.5689655172414,6.29150168345008,5.91242303052301,1.78397771,0.34902584,0.55255176,0.1263108,9.10336779345008,0.393658,951.742,7.663,5.358,2.353,0.204386839481555
"BOYACÁ","SAN MIGUEL DE SEMA","Pastos-raigrás","Plano","Malo","No cuenta con riego",4.16,22.8497772141562,8.96897968015422,109.983766233766,5.67432705960547,4.81178754671443,5.74124847,0.81807457,0.47574594,0.19023172,12.8996277596055,1.7326236,3679.52,1.773,11.35,19.262,0.277327935222672
"BOYACÁ","SAN MIGUEL DE SEMA","Pastos-raigrás","Plano","Regular","No cuenta con riego",4.76,4.8060593005307,73.6357774849027,8.68506493506493,3.78288470640364,3.50989697671593,1.85512163,0.87401284,0.146240532,0.12382286,6.78208256840364,0.2441208,1550.409,2.882,5.671,7.996,0.196356275303644
"BOYACÁ","CHIQUINQUIRÁ","Pastos-raigrás","Plano","Bueno","No cuenta con riego",4.78,6.53460506676144,7.25668351791018,13.7175324675325,2.14224133926173,1.62475943135812,2.91898673,0.82495371,0.199357524,0.1798972,6.26543650326173,0.29062,1647.387,1.039,3.441,4.84,0.196356275303644
"BOYACÁ","CHIQUINQUIRÁ","Uchuva","Ondulado","Bueno","Goteo",5.13,4.69953827291984,12.3797631646242,16.9642857142857,1.30624471906203,1.15607882615866,3.6713776,2.0239154,0.53088858,0.13272203,7.66514832906203,0.2303824,1418.256,1.16,5.033,3.698,0.459514170040486
"NARIÑO","SAN ANDRÉS DE TUMACO","Palma de aceite","Plano","Bueno","No cuenta con riego",4.74,5.43308080396734,6.234829356571,18.1006493506493,1.55704370512194,1.43728718927833,0.56519892,0.28367401,0.139938516,0.1176987,2.66355385112194,0.2203428,437.943,3.003,3.594,2.269,0.216599190283401
"CASANARE","SAN LUIS DE PALENQUE","Arroz","Plano","Regular","No cuenta con riego",5.3,1.74115882427284,9.9908338414934,10.7954545454545,3.39623626956128,2.79125338207677,4.12338303,2.36913961,0.180507744,0.12497114,10.1942377935613,0.121532,446.336,4.292,30.122,5.021,0.15587044534413
"CASANARE","YOPAL","Arroz","Plano","Regular","No cuenta con riego",4.85,3.1525624401167,12.4211896846785,26.7045454545455,2.64383931138155,2.34340302599729,4.74490422,1.7867661,0.251911836,0.1885093,9.61593076738155,0.3550848,1139.796,3.665,101.904,8.193,0.15587044534413
"CASANARE","NUNCHÍA","Arroz","Plano","Malo","No cuenta con riego",4.64,2.60785263983391,9.24515648051616,77.5162337662338,4.53528166458337,3.20785836447628,3.98416931,4.38871029,0.418465116,0.10985212,13.4364785005834,0.467634,1406.58,8.056,206.338,10.946,0.196356275303644
"CASANARE","NUNCHÍA","Arroz","Plano","Regular","No cuenta con riego",4.75,1.96388460927736,8.44424375946653,87.2564935064935,4.36808234054343,3.55155747495589,3.31466989,6.29676649,0.727095096,0.10210123,14.8087150465434,0.3709368,477.378,8.632,90.849,13.522,0.135627530364372
"CUNDINAMARCA","MOSQUERA","Pastos","Ondulado","Regular","No indica",5.34,6.8348006900284,25.5257788618526,14.8538961038961,0.637447422902272,0.447850356079481,4.95668913,0.92361506,0.540510408,0.14142982,7.19969184090227,0.4153224,1976.982,3.563,19.785,24.213,0.196356275303644
"SANTANDER","PUENTE NACIONAL","Guayaba","Ondulado","Bueno","No cuenta con riego",5.02,4.75037785427957,10.0874957216201,8.52272727272727,4.86968031266325,4.56182455727471,1.60644728,0.64591504,0.3305745,0.10765125,7.56026838266325,0.177014,319.759,1.518,7.725,4.114,0.176113360323887
"META","VISTAHERMOSA","Sacha Inchi","Ondulado","Bueno","No cuenta con riego",5.31,1.8501007843294,9.16230344040757,5.11363636363636,1.55704370512194,1.27064519631853,0.57321359,0.23045119,0.155130876,0.16382128,2.67966064112194,0.07926,430.683,1.018,3.629,1.725,0.15587044534413
"CUNDINAMARCA","GUADUAS","Sacha Inchi","Ondulado","Bueno","No cuenta con riego",5.17,2.26165930009862,7.39477191809115,7.38636363636364,0.177649281792436,0,2.0003738,1.76124087,0.223609032,0.20965679,4.37252977379244,0.2235132,371.679,1.138,4.932,2.808,0.202429149797571
"CUNDINAMARCA","SUBACHOQUE","Papa de año","Pendiente","Bueno","No cuenta con riego",5.23,18.2984242162377,26.9342805436985,15.3409090909091,0.689697211664753,0.427020106959505,4.1742158,1.18828092,1.86640956,0.26879321,8.18739670166475,1.2612908,200.068,1.823,5.917,16.055,0.236842105263158
"BOLÍVAR","SANTA ROSA","Ñame","Pendiente","Bueno","No indica",5.7,3.11802355599693,9.33582221463186,9.26258992805755,0.173157814894027,0,14.47712898,6.76219462,0.39162528,0.29233295,22.096439644894,0.2504616,72.666,5.157,18.822,2.148,0.296776729559748
"BOLÍVAR","SANTA ROSA","Ñame","Pendiente","Bueno","No indica",5.69,2.89869367084103,5.67918194820998,5.84532374100719,0.193529322528619,0,14.53784285,6.64434409,0.329055264,0.29233295,21.9971044765286,0.229854,83.329,5.054,17.103,1.671,0.218160377358491
"BOLÍVAR","SANTA ROSA","Ñame","Pendiente","Bueno","No indica",5.74,3.12300832611411,5.48436095040881,9.98201438848921,0.203715076345914,0,16.31358631,7.22617451,0.396576864,0.35434007,24.4943928303459,0.243064,75.442,4.998,14.311,1.617,0.296776729559748
"BOLÍVAR","SANTA ROSA","Ñame","Pendiente","Bueno","No indica",5.74,2.98592714789167,3.79091689259868,7.64388489208633,0.193529322528619,0,14.02490397,7.84421093,0.35702046,0.29606486,22.7157295425286,0.2266836,79.428,5.199,19.419,1.968,0.316430817610063
"BOLÍVAR","SANTA ROSA","Ñame","Pendiente","Bueno","No indica",5.72,2.96100329730577,9.96524389983562,7.82374100719425,0.122229045807549,0,14.10483109,7.6702411,0.325679184,0.25625782,22.4792382398075,0.2309108,69.632,4.69,16.418,1.691,0.198506289308176
"BOLÍVAR","SANTA ROSA","Ñame","Pendiente","Bueno","No indica",5.65,2.82641450414193,11.2690459620434,9.44244604316547,0.275015353066984,0,14.01941447,7.49319376,0.35955252,0.28783552,22.435011623067,0.2287972,66.814,5.028,14.981,1.571,0.355738993710692
"BOLÍVAR","SANTA ROSA","Ñame","Pendiente","Bueno","No indica",5.68,2.44009482006052,11.538798112845,13.0395683453237,0.254643845432393,0,12.63232761,6.3921693,0.329561676,0.31635114,19.9250535714324,0.235138,73.399,4.968,15.35,1.719,0.473663522012579
"BOLÍVAR","SANTA ROSA","Ñame","Pendiente","Bueno","No indica",5.74,2.89620128578244,5.33449864440792,9.08273381294964,0.193529322528619,0,14.03873751,6.67711052,0.415314108,0.32391065,21.6486021105286,0.2726544,70.931,5.454,15.988,1.999,0.336084905660377
"BOLÍVAR","SANTA ROSA","Ñame","Pendiente","Bueno","No indica",5.71,2.98094237777449,3.64105458659778,13.5791366906475,0.152786307259436,0,13.98351314,6.70154957,0.393369588,0.30132781,21.5325464152594,0.232496,84.432,5.626,16.931,2.106,0.454009433962264
"BOLÍVAR","SANTA ROSA","Ñame","Pendiente","Bueno","No indica",5.66,2.73419625697411,5.88898917661123,6.56474820143885,0.275015353066984,0,14.24547208,7.39073078,0.361465632,0.29013208,22.562815925067,0.2177008,65.233,5.498,16.57,1.866,0.25746855345912
"BOLÍVAR","SANTA ROSA","Ñame","Pendiente","Bueno","No indica",5.7,2.83139927425911,5.57427833400935,7.46402877697842,0.193529322528619,0,14.08561784,6.94883655,0.346554612,0.26573113,21.8402694545286,0.2435924,54.945,4.931,17.438,1.927,0.277122641509434
"BOLÍVAR","SANTA ROSA","Ñame","Pendiente","Bueno","No indica",5.66,2.61206938910321,5.37945733620818,6.02517985611511,0.275015353066984,0,13.90633077,7.13855599,0.339689916,0.24869831,21.908290339067,0.2446492,87.353,5.553,15.653,1.902,0.159198113207547
"CUNDINAMARCA","NEMOCÓN","Arveja","Ondulado","Bueno","No indica",5.02,6.11641262918154,20.5155502422987,18.0755395683453,0.417615906509124,0.273365260948582,3.47199896,1.87710007,0.593120988,0.14516173,6.50499765450912,0.9257568,668.241,1.239,15.172,3.094,0.532625786163522
"CUNDINAMARCA","CACHIPAY","Pastos","Ondulado","Bueno","No indica",4.92,5.59426766588189,8.50654000959313,7.33823529411765,1.84925274863297,1.41102832948876,6.115303,1.26666691,0.244090584,0.11722025,9.59253349263297,0.2282688,1413.216,4.908,5.388,12.167,0.0871857258718573
"CUNDINAMARCA","CACHIPAY","Pastos","Pendiente","Bueno","No indica",5.35,3.74375601021322,8.155181330942,6.01470588235294,0.124668724626942,0,5.41319595,0.99982869,0.120919932,0.10985212,6.76846541662694,0.2715976,512.072,2.184,2.27,5.633,0.107461476074615
"CUNDINAMARCA","GACHALÁ","Pastos","No indica","Regular","No indica",4.85,5.79244829834975,7.77454276240329,8.66176470588235,4.71663341505264,4.51321561270301,2.338527,0.43338582,0.332093736,0.11128747,7.93192744105264,0.240422,628.397,3.562,9.294,2.46,0.127737226277372
"CUNDINAMARCA","SAN BERNARDO","Pastos","Pendiente","Regular","No indica",5.01,10.0508546385029,5.11007278263227,4.69117647058824,3.05438375336008,2.49004999321545,2.40473037,0.7838599,0.185515596,0.10190985,6.53039946936008,0.1780708,2747.964,1.887,85.89,5.31,0.107461476074615
"CUNDINAMARCA","SAN BERNARDO","Pastos","Ondulado","Regular","No indica",5.5,2.51751334681832,6.31054826802361,2.33823529411765,2.19209174135706,1.92978874474198,5.12631468,4.1311046,0.303059448,0.12430131,11.8768717793571,0.1199468,350.438,2.783,17.584,7.608,0.127737226277372
"ANTIOQUIA","RIONEGRO","Aguacate","Pendiente","Bueno","No indica",5.28,22.6235578251594,25.1228775208025,27.1911764705882,0.301282751181776,0,9.15418041,2.06265582,0.481429008,0.11157454,12.1111225291818,1.3331532,95.422,1.723,6.1,202.719,0.492700729927007
"ANTIOQUIA","RIONEGRO","Aguacate","Pendiente","Bueno","No indica",4.72,14.6319238208929,11.3027694938583,69.0441176470588,1.61030435976467,1.43177874609889,1.12326149,0.42234299,0.599310468,0.11128747,3.86650677776467,1.0890324,86.66,2.553,21.696,6.315,0.411597729115977
"ANTIOQUIA","RIONEGRO","Aguacate","Ondulado","Regular","No indica",5.01,11.7056629196096,22.780486329795,30.8088235294118,0.976571676244379,0.736639789659572,2.02815067,0.85174615,0.351787536,0.11320127,4.32145730224438,0.6166428,353.815,6.178,11.769,4.415,0.0871857258718573
"ANTIOQUIA","RIONEGRO","Aguacate","Pendiente","Regular","No cuenta con riego",5.27,23.2280087541864,16.3389105545244,39.6323529411765,0.976571676244379,0.840391872710216,4.91848221,1.95041722,0.394551216,0.10382365,8.34384597224438,0.8206052,63.958,1.786,5.717,9.232,0.289943227899432
"ANTIOQUIA","RIONEGRO","Aguacate","Pendiente","Regular","No cuenta con riego",5.23,19.6855299488234,22.3705678713687,21.75,1.18435288395595,0.861142289320345,3.75899002,1.44606764,0.3685554,0.11903836,6.87700430395595,0.5315704,77.249,1.706,3.642,13.268,0.350770478507705
